a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,b5,b6,c1,c2,c3,c4,c5,c6,d1,d2,d3,d4,d5,d6,e1,e2,e3,e4,e5,e6,f1,f2,f3,f4,f5,f6,g1,g2,g3,g4,g5,g6,winner,win1,win2,r1p1,r2p1,r3p1,r4p1,r5p1,r6p1,r1p2,r2p2,r3p2,r4p2,r5p2,r6p2,c1p1,c2p1,c3p1,c4p1,c5p1,c6p1,c7p1,c1p2,c2p2,c3p2,c4p2,c5p2,c6p2,c7p2,nbr1,nbr2,nbr3,nbr4,nc2p1,nc2p2,nc3p1,nc3p2
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,2,1,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 2, 1, 0, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 2, 1, 2, 4, 6, 8, 1, 2, -1, -1
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 1, 2, 0, 0, 0, 1, 1, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 2, 6, 9, 1, 2, 1, 2
0,0,0,0,0,0,1,1,1,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,-1, -1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 2, 0, 4, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 5, 6, 7, 8, 1, 2, 1, -1
0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,-1, -1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, -5, -13, -23, -29, 1, 2, -1, -1
0,0,0,0,0,0,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 1, 2, 0, 0, 1, 0, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, -3, -6, -9, -12, 1, 2, -1, -1
0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,-1, -1, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 2, 2, 0, 2, 1, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 1, -1, 0, -3, -4, 1, 2, -1, -1
1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 1, 0, 1, 2, 0, 0, 0, 1, 1, 2, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, -5, -12, -19, -26, 1, 2, -1, -1
0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 1, 0, 1, 2, 0, 1, 0, 1, 1, 1, 0, 0, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 3, 0, -3, -2, -1, 0, 1, 2, -1, -1
1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1, -1, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 1, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, -5, -14, -25, -34, 1, 2, 1, -1
2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,1,-1, -1, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 1, 2, 0, 0, 0, 1, 0, 0, 3, 1, 0, 1, 0, 0, 0, 2, 0, 0, 2, 2, -1, -1, -1, -1
2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 2, 2, 0, 0, 1, 2, 0, 1, 0, 2, 0, 1, 1, 0, 0, 0, 5, 15, 27, 36, 1, 2, -1, -1
0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 2, 2, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 0, 0, 4, 6, 8, 1, 2, -1, -1
0,0,0,0,0,0,1,1,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 1, 2, 0, 0, 1, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 5, 10, 17, 22, 1, 2, 1, -1
1,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,-1, -1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 2, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 2, 0, -10, -18, -24, -32, 1, 2, -1, -1
0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 1, 0, 3, 0, 1, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 5, 9, 17, 23, 1, 2, -1, -1
1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,-1, -1, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 2, 2, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 2, 1, 0, 0, -7, -15, -25, -34, 1, 2, -1, -1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,-1, -1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 2, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2, -4, -13, -24, -30, 1, 2, -1, -1
2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 3, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 6, 14, 22, 30, 1, 2, -1, -1
0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,2,0,0,1,-1, -1, 0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 2, 1, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 3, 2, 6, 10, 12, 1, 2, -1, -1
2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,2,-1, -1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 2, 4, 6, 8, 10, 1, -1, -1, -1
0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,2,-1, -1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 3, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, -8, -16, -26, -34, 1, 2, -1, -1
2,1,2,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 1, 1, 2, 1, 1, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0, 2, -2, -6, -8, 1, 2, -1, -1
0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,2,-1, -1, 0, 0, 1, 0, 1, 2, 0, 0, 0, 1, 1, 2, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1, 1, 0, 2, 0, 0, -2, -6, -8, 1, 2, -1, -1
1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 1, 2, 0, 1, 1, 0, 0, 2, 1, 0, 2, 0, 0, 0, 1, 0, 0, 3, 1, 0, 0, 0, -4, -12, -22, -30, 1, 2, -1, -1
2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 1, 0, 3, 0, 0, 2, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 3, 3, 1, 3, 1, -1, -1, -1
1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 3, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2, -6, -12, -18, -24, 1, 2, -1, -1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,2,0,0,0,0,0,1,-1, -1, 0, 0, 1, 0, 1, 2, 0, 0, 0, 1, 1, 2, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 1, 0, 2, 1, 2, 6, 10, 14, 1, 2, -1, -1
0,0,0,0,0,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 3, 0, 1, 2, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 1, 8, 18, 28, 40, 1, 2, -1, -1
0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 1, 2, 0, 1, 0, 3, 9, 11, 13, 1, 2, -1, -1
1,2,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 2, 2, 1, 2, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, -2, -8, -16, -22, 1, 2, 1, -1
2,1,0,0,0,0,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 3, 1, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 5, 14, 23, 30, 1, 2, -1, -1
0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,-1, -1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1, 1, 2, 0, 0, 2, 0, 1, 0, 1, 0, 1, 1, 2, 0, 0, 0, -5, -13, -25, -31, 1, 2, -1, -1
1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 1, 0, 1, 3, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2, 1, 2, -1, -1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1, -1, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0, 1, 2, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, -2, -2, -4, -6, 1, 2, -1, -1
2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,1,-1, -1, 0, 0, 0, 1, 1, 2, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 2, 4, 12, 22, 30, 1, 2, -1, -1
2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,-1, -1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 1, 1, 2, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 2, 7, 18, 33, 46, 1, 2, -1, -1
2,1,0,0,0,0,1,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 2, 2, 1, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, -1, 3, 7, 9, 1, 2, -1, -1
0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,-1, -1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 2, 2, 0, 3, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 2, 4, 2, 0, 1, 2, -1, -1
2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 3, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 0, 1, 0, 1, 4, 6, 8, 10, 1, 2, -1, -1
1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,-1, -1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 3, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 2, 0, 1, 6, 14, 22, 30, 1, -1, -1, -1
2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 1, 13, 29, 45, 59, 1, -1, -1, -1
1,2,2,0,0,0,2,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 1, 0, 1, 2, 0, 0, 0, 2, 1, 1, 1, 0, 3, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 1, 4, 7, 12, 1, 2, -1, -1
0,0,0,0,0,0,2,0,0,0,0,0,2,2,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 1, 2, 0, 0, 0, 1, 1, 2, 0, 0, 1, 2, 0, 1, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 2, 1, 1, 2, 1, 2
2,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 2, 1, 0, 1, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 5, 12, 19, 26, 1, 2, -1, -1
1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-1, -1, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 1, 2, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, -5, -12, -23, -30, 1, 2, -1, -1
0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,2,-1, -1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 1, 2, 1, 0, 1, 0, 0, 0, 2, 1, 0, 2, 0, 0, 0, 2, 0, -5, -8, -11, -16, 1, 2, -1, -1
2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 4, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 7, 14, 23, 30, 1, 2, -1, -1
0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0, 2, 0, 2, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 3, 6, 9, 10, 1, 2, -1, -1
1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,1,0,0,2,-1, -1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 1, 1, -7, -14, -21, -32, 1, 2, -1, -1
1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,-1, -1, 1, 0, 1, 0, 0, 2, 0, 1, 0, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, -2, -4, -6, -8, 1, 2, -1, -1
2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 2, 2, 0, 0, 1, 2, 0, 1, 1, 0, 1, 2, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 2, 1, 2, 6, 1, 2, -1, -1
0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 2, 0, 1, 0, 1, 0, 2, 0, 0, 2, 0, 0, 0, 1, 1, 2, 2, 4, 8, 1, -1, -1, -1
0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 2, 2, 0, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, -2, -3, -2, -4, 1, 2, -1, -1
1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1, -1, 0, 0, 0, 0, 1, 3, 0, 0, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 3, 0, 0, 0, -5, -16, -31, -40, 1, 2, -1, -1
1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 3, 1, 2, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 0, 0, -5, -7, -9, -15, 1, 2, -1, -1
1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,-1, -1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1, 2, 1, 1, 0, 1, 0, 0, 2, 0, 1, 0, 0, 2, 0, 1, 0, -5, -14, -27, -34, 1, 2, -1, -1
0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0, 2, 1, 0, 0, 3, 0, 1, 0, 0, 0, 0, 2, 0, 0, 2, 0, -3, 4, 11, 14, 1, 2, -1, -1
0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 3, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 2, 6, 10, 14, 1, 2, -1, -1
1,2,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1, 1, 2, 1, 1, 1, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 2, 4, 8, 1, 2, -1, -1
2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 1, 2, 0, 0, 1, 0, 1, 2, 0, 0, 0, 3, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 2, 10, 22, 30, 1, 2, 1, -1
0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,-1, -1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1, 1, 2, 0, 1, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 2, 6, 10, 14, 1, 2, -1, -1
2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1, 1, 2, 0, 1, 2, 0, 1, 0, 0, 1, 0, 0, 1, 2, 0, 0, -1, -5, -11, -13, 1, 2, -1, -1
1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,-1, -1, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 3, 1, 0, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 6, 19, 34, 45, 1, 2, -1, -1
0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,2,-1, -1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0, 1, 0, 2, 0, 1, 1, 0, 0, 2, 0, -8, -14, -20, -26, 1, 2, -1, -1
2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 1, 0, 0, 1, 2, 0, 0, 1, 1, 1, 1, 0, 0, 3, 1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, -1, -6, -11, -12, 1, 2, -1, -1
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,1,-1, -1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 1, 1, 2, 0, 0, 0, 2, 0, 1, 1, 2, 0, 0, 0, 0, 0, 2, 7, 16, 29, 40, 1, 2, -1, -1
2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 1, 3, 1, 0, 0, 2, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 5, 10, 19, 24, 1, 2, -1, -1
1,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 3, 2, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, -2, -6, -8, -12, 1, 2, -1, -1
1,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,-1, -1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 3, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, -6, -14, -18, 1, 2, -1, -1
1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,-1, -1, 0, 0, 1, 0, 2, 1, 0, 1, 0, 1, 0, 2, 3, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, -2, -4, -6, 1, -1, -1, -1
